,carat,cut,color,clarity,depth,table,price,x,y,z
52109,0.8,Very Good,G,SI1,62.1,56.0,3071,6.01,5.85,3.68
52110,1.55,Ideal,H,SI2,62.0,58.0,9044,7.44,7.39,4.6
52111,1.52,Ideal,D,SI1,60.6,58.0,14426,7.46,7.4,4.51
52112,1.01,Good,F,SI2,62.5,59.0,3886,6.31,6.37,3.96
52113,0.32,Ideal,G,VVS2,62.2,56.0,730,4.34,4.38,2.71
52114,0.41,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
52115,1.0,Good,I,SI1,65.6,56.0,4042,6.23,6.3,4.11
52116,0.33,Ideal,F,VS2,61.3,56.0,666,4.43,4.47,2.73
52117,1.56,Ideal,F,SI1,61.2,57.0,11148,7.52,7.48,4.59
52118,1.61,Ideal,E,SI2,61.6,56.0,9961,7.54,7.62,4.67
52119,1.61,Ideal,F,VS1,62.0,55.0,17256,7.52,7.55,4.67
52120,0.34,Good,G,VS2,63.1,57.0,596,4.43,4.47,2.81
52121,1.24,Good,G,SI2,63.7,60.0,4861,6.77,6.7,4.3
52122,0.71,Very Good,I,SI1,58.9,59.0,2141,5.78,5.84,3.42
52123,1.01,Very Good,G,VS1,59.1,58.0,6613,6.56,6.63,3.9
52124,0.37,Ideal,F,VS2,61.1,57.0,957,4.67,4.63,2.84
52125,1.67,Premium,H,SI2,61.6,57.0,9625,7.66,7.61,4.7
52126,0.31,Ideal,H,IF,61.8,56.0,816,4.36,4.38,2.7
52127,0.71,Very Good,E,VS1,63.3,59.0,3064,5.64,5.68,3.58
52128,0.45,Ideal,D,VS1,62.3,56.0,1330,4.88,4.91,3.05
52129,1.75,Very Good,I,SI2,61.2,57.0,10098,7.71,7.76,4.73
52130,0.33,Ideal,E,VVS2,61.8,56.0,953,4.46,4.44,2.75
52131,0.41,Ideal,D,VS2,62.2,57.0,1007,4.72,4.76,2.95
52132,1.5,Very Good,E,SI1,59.4,59.0,11325,7.42,7.49,4.43
52133,0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
52134,0.59,Ideal,E,SI1,62.0,55.0,1789,5.4,5.37,3.34
52135,0.7,Ideal,D,SI2,62.6,57.0,2373,5.63,5.68,3.54
52136,1.01,Good,D,SI2,64.0,56.0,4234,6.25,6.29,4.01
52137,0.57,Ideal,G,VS2,61.0,55.0,1725,5.38,5.4,3.29
52138,1.13,Ideal,H,VS2,62.0,57.0,5885,6.7,6.66,4.14
52139,0.93,Very Good,E,SI1,62.5,58.0,4537,6.18,6.24,3.88
52140,0.7,Very Good,E,SI1,63.2,57.0,2617,5.6,5.67,3.56
52141,0.3,Ideal,E,SI1,61.1,57.0,499,4.3,4.34,2.64
52142,1.24,Ideal,F,SI2,61.7,57.0,5889,6.95,6.88,4.27
52143,0.8,Ideal,F,SI2,62.7,55.0,2622,5.94,5.9,3.71
52144,1.0,Premium,H,SI1,62.7,60.0,4469,6.3,6.24,3.93
52145,1.51,Very Good,I,VVS1,63.0,59.0,11088,7.24,7.3,4.58
52146,0.73,Very Good,E,SI2,63.2,60.0,2335,5.76,5.71,3.62
52147,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58
52148,0.36,Ideal,E,SI1,61.4,57.0,631,4.56,4.59,2.81
52149,0.31,Premium,D,VS2,61.2,59.0,942,4.37,4.32,2.66
52150,1.5,Premium,G,VS2,60.5,59.0,13112,7.39,7.35,4.46
52151,0.23,Very Good,F,VVS2,60.3,58.0,530,3.99,4.03,2.42
52152,1.23,Ideal,I,VVS1,62.1,57.0,6989,6.83,6.9,4.26
52153,0.44,Ideal,G,SI1,61.1,56.0,813,4.92,4.94,3.01
52154,1.02,Very Good,E,SI2,60.7,62.0,4404,6.44,6.47,3.92
52155,0.4,Very Good,E,SI1,62.8,59.0,737,4.64,4.69,2.93
52156,0.55,Very Good,E,VS2,62.3,61.0,1669,5.16,5.21,3.23
52157,0.71,Premium,D,SI1,61.4,58.0,2913,5.75,5.79,3.54
52158,2.18,Good,H,SI2,60.4,64.0,16842,8.47,8.38,5.09
52159,1.01,Ideal,G,IF,62.2,61.0,8957,6.34,6.4,3.96
52160,0.3,Premium,F,IF,61.6,58.0,1085,4.34,4.3,2.66
52161,0.91,Fair,F,I1,67.0,62.0,1570,5.97,5.89,3.98
52162,0.43,Ideal,G,IF,61.2,57.0,1433,4.81,4.86,2.96
52163,1.27,Very Good,D,SI1,62.5,58.0,8312,6.87,6.92,4.31
52164,1.01,Ideal,D,VVS2,62.3,53.0,11082,6.4,6.47,4.02
52165,1.28,Ideal,I,VS2,61.6,57.0,6838,7.01,6.98,4.31
52166,0.9,Very Good,H,VVS1,62.3,59.0,4977,6.09,6.15,3.81
52167,0.32,Ideal,F,VS2,61.6,55.0,645,4.4,4.43,2.72
52168,1.05,Ideal,F,IF,61.7,56.0,13060,6.48,6.56,4.02
52169,0.31,Premium,H,IF,60.8,59.0,739,4.36,4.39,2.66
52170,1.0,Good,G,VS2,63.6,58.0,5002,6.26,6.35,4.01
52171,0.75,Ideal,E,SI1,61.3,57.0,3053,5.84,5.91,3.6
52172,2.04,Very Good,I,SI1,62.9,54.0,17323,8.16,8.08,5.1
52173,0.52,Good,G,VS2,63.3,57.0,1349,5.09,5.11,3.23
52174,0.38,Premium,H,VS2,60.6,58.0,898,4.7,4.68,2.84
52175,1.15,Ideal,H,I1,62.0,55.0,3606,6.76,6.69,4.17
52176,0.61,Premium,H,SI1,61.2,58.0,1588,5.45,5.43,3.33
52177,0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52
52178,0.72,Ideal,E,SI1,61.0,57.0,3012,5.77,5.8,3.53
52179,1.26,Ideal,I,SI2,59.6,57.0,4704,7.04,7.01,4.19
52180,0.3,Ideal,G,IF,61.0,57.0,863,4.31,4.34,2.64
52181,0.81,Premium,G,VS1,62.1,58.0,3311,5.96,5.92,3.69
52182,1.06,Ideal,G,VS1,61.7,55.0,8093,6.53,6.56,4.04
52183,1.51,Premium,E,SI1,63.0,58.0,11873,7.33,7.27,4.6
52184,1.05,Very Good,G,SI2,62.5,60.0,4241,6.45,6.5,4.05
52185,0.59,Ideal,G,VS1,62.1,55.0,2018,5.4,5.35,3.34
52186,0.54,Ideal,J,VVS2,61.6,57.0,1720,5.25,5.23,3.23
52187,0.37,Ideal,E,VS2,61.6,57.0,1041,4.65,4.61,2.85
52188,0.58,Very Good,E,VS2,60.3,57.0,1608,5.41,5.44,3.27
52189,0.59,Ideal,E,SI1,60.7,56.0,1793,5.45,5.49,3.32
52190,0.4,Very Good,G,SI1,61.9,55.0,682,4.71,4.75,2.93
52191,0.39,Premium,D,VS2,61.3,58.0,1024,4.73,4.7,2.89
52192,0.31,Very Good,H,VS2,63.0,57.0,489,4.32,4.34,2.73
52193,0.73,Ideal,H,SI1,62.9,56.0,2269,5.79,5.75,3.63
52194,1.0,Fair,H,SI2,64.4,57.0,3192,6.35,6.29,4.07
52195,0.31,Premium,G,VS1,62.1,58.0,802,4.35,4.31,2.69
52196,0.41,Good,F,I1,63.8,57.0,646,4.72,4.69,3.0
52197,1.18,Very Good,G,VS2,62.7,54.7,8411,6.74,6.77,4.23
52198,1.01,Premium,E,VS2,62.4,60.0,6606,6.43,6.39,4.0
52199,1.27,Premium,I,SI2,62.0,60.0,4836,6.91,6.86,4.27
52200,0.31,Ideal,D,SI1,61.8,57.0,732,4.36,4.32,2.68
52201,0.9,Very Good,G,VS1,62.3,60.0,4540,6.0,6.08,3.76
52202,0.9,Premium,E,VS2,60.6,53.0,4562,6.3,6.27,3.81
52203,0.51,Fair,J,VS2,65.3,55.0,996,4.97,4.96,3.24
52204,0.93,Very Good,J,VS2,62.8,56.0,3576,6.14,6.22,3.88
52205,0.4,Very Good,E,VS2,60.4,63.0,791,4.68,4.72,2.84
52206,0.39,Premium,F,VS2,62.4,58.0,1053,4.65,4.61,2.89
52207,0.53,Ideal,H,VS2,61.7,56.0,1435,5.17,5.21,3.2
52208,1.01,Premium,D,VVS2,62.2,59.0,8065,6.36,6.3,3.94
52209,1.0,Premium,E,SI1,61.1,60.0,5174,6.47,6.42,3.94
52210,0.91,Ideal,D,SI2,62.6,54.0,4067,6.22,6.25,3.9
52211,0.53,Very Good,D,VS2,62.6,58.0,1682,5.14,5.18,3.23
52212,0.9,Ideal,E,SI2,62.6,56.0,3200,6.15,6.06,3.82
52213,1.61,Very Good,E,SI2,62.6,60.0,10293,7.39,7.49,4.66
52214,0.54,Premium,H,VVS1,62.0,57.0,1944,5.25,5.2,3.24
52215,1.02,Ideal,G,VS1,61.4,57.0,7055,6.45,6.49,3.98
52216,0.32,Ideal,F,VS2,63.0,57.0,773,4.37,4.33,2.74
52217,0.37,Good,H,SI1,64.0,55.0,528,4.53,4.57,2.91
52218,0.32,Ideal,G,VS1,62.0,56.0,645,4.37,4.41,2.72
52219,1.35,Ideal,H,VS2,61.6,55.0,6502,7.08,7.02,4.34
52220,0.72,Very Good,H,SI1,63.0,58.0,2198,5.68,5.71,3.59
52221,0.34,Ideal,E,VS1,61.0,57.0,1033,4.52,4.49,2.75
52222,0.3,Ideal,E,VVS1,62.2,57.0,862,4.28,4.31,2.67
52223,0.4,Premium,H,SI1,62.7,58.0,855,4.69,4.65,2.93
52224,1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07
52225,1.71,Very Good,J,VS1,61.2,59.0,9707,7.65,7.72,4.7
52226,1.08,Very Good,G,VS2,63.2,60.0,6096,6.53,6.44,4.1
52227,1.02,Premium,H,VS1,62.1,57.0,4827,6.46,6.42,4.0
52228,1.13,Premium,I,VS2,62.0,58.0,4611,6.64,6.69,4.13
52229,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92
52230,0.28,Ideal,F,VVS2,61.5,57.0,787,4.19,4.24,2.59
52231,1.2,Ideal,H,VS2,59.9,57.0,6487,6.91,6.87,4.13
52232,1.08,Ideal,G,SI1,61.8,56.0,5256,6.55,6.58,4.06
52233,0.72,Ideal,I,VS1,61.4,58.0,2586,5.73,5.76,3.53
52234,2.04,Very Good,J,SI2,61.7,57.0,11276,8.1,8.13,5.01
52235,1.01,Very Good,J,SI1,63.0,54.0,4194,6.35,6.41,4.02
52236,1.01,Fair,H,SI2,64.9,56.0,4129,6.33,6.25,4.08
52237,0.81,Very Good,G,SI1,62.3,59.0,3095,5.93,5.98,3.71
52238,0.3,Very Good,D,SI1,62.5,59.0,552,4.26,4.28,2.67
52239,0.33,Ideal,G,VVS1,61.9,55.0,858,4.45,4.5,2.77
52240,0.9,Ideal,H,VVS2,62.0,57.0,4838,6.2,6.15,3.83
52241,1.01,Fair,F,SI1,65.0,61.0,5131,6.29,6.23,4.07
52242,0.58,Ideal,I,VVS1,63.0,57.0,1758,5.34,5.29,3.35
52243,0.36,Ideal,D,SI1,62.0,56.0,851,4.61,4.55,2.84
52244,0.8,Very Good,H,VVS2,62.9,56.0,3036,5.9,5.96,3.73
52245,0.41,Premium,F,VVS1,58.9,58.0,1356,4.87,4.84,2.86
52246,1.09,Ideal,J,SI1,62.7,57.0,4465,6.53,6.59,4.11
52247,0.35,Ideal,D,VVS1,60.8,55.0,1330,4.58,4.6,2.79
52248,0.7,Premium,I,VVS2,60.1,59.0,2352,5.8,5.72,3.46
52249,1.01,Very Good,G,VS2,60.2,58.0,6213,6.51,6.54,3.93
52250,1.02,Premium,H,SI2,60.9,59.0,4207,6.46,6.51,3.95
52251,0.21,Premium,E,VS2,59.6,56.0,386,3.93,3.89,2.33
52252,1.2,Very Good,H,SI2,62.9,56.0,5257,6.74,6.77,4.25
52253,0.43,Premium,D,VVS2,59.5,59.0,1159,4.95,4.97,2.95
52254,0.91,Very Good,D,SI1,62.3,60.0,4746,6.15,6.21,3.85
52255,1.7,Premium,G,VVS2,61.5,60.0,17228,7.64,7.59,4.68
52256,0.76,Very Good,E,VS2,61.0,58.0,3111,5.88,5.93,3.6
52257,1.03,Premium,D,SI1,63.0,59.0,5653,6.44,6.39,4.04
52258,0.71,Ideal,E,VS2,62.0,55.0,3247,5.7,5.75,3.55
52259,1.7,Ideal,J,VS2,60.5,58.0,10002,7.73,7.74,4.68
52260,0.31,Ideal,G,VS2,61.8,53.0,652,4.35,4.39,2.7
52261,0.37,Ideal,D,VS2,61.0,56.0,876,4.65,4.7,2.85
52262,0.52,Premium,D,VS2,60.9,58.0,1619,5.22,5.16,3.16
52263,0.41,Premium,D,VVS2,61.9,59.0,1105,4.75,4.78,2.95
52264,1.01,Very Good,I,SI2,62.1,56.0,3770,6.41,6.45,3.99
52265,0.3,Very Good,G,VS1,62.9,60.0,605,4.18,4.22,2.64
52266,0.71,Very Good,F,SI1,61.1,58.0,2742,5.71,5.77,3.51
52267,0.88,Premium,F,VS1,60.7,55.0,3921,6.28,6.22,3.79
52268,1.66,Very Good,H,SI1,62.8,56.0,10134,7.53,7.57,4.74
52269,0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06
52270,0.4,Ideal,G,VVS1,61.7,55.0,1374,4.73,4.76,2.93
52271,1.01,Very Good,D,VS1,63.1,59.0,8101,6.37,6.34,4.01
52272,0.29,Very Good,D,VVS2,59.1,61.0,600,4.33,4.37,2.57
52273,1.5,Very Good,G,VS2,60.5,57.0,12014,7.39,7.43,4.48
52274,0.51,Premium,D,VS1,60.0,58.0,2203,5.19,5.14,3.1
52275,0.7,Good,H,VS1,59.4,62.0,2421,5.71,5.74,3.4
52276,1.02,Ideal,D,VS1,61.2,56.0,8658,6.48,6.53,3.98
52277,0.54,Ideal,E,VS2,61.7,55.0,1754,5.24,5.27,3.24
52278,2.09,Ideal,I,VS2,62.5,56.0,17999,8.13,8.17,5.1
52279,0.77,Fair,F,VS1,66.8,57.0,3031,5.66,5.76,3.82
52280,0.9,Very Good,H,SI2,59.2,61.0,3160,6.23,6.27,3.7
52281,1.04,Premium,G,VVS1,58.2,60.0,6890,6.71,6.66,3.89
52282,1.23,Very Good,E,VVS1,61.2,59.0,15878,6.9,6.98,4.25
52283,1.01,Ideal,I,SI2,62.4,57.0,4336,6.37,6.41,3.99
52284,0.56,Ideal,G,VVS2,61.0,57.0,2510,5.32,5.36,3.26
52285,0.4,Ideal,F,VVS2,61.7,55.0,1088,4.74,4.76,2.93
52286,1.0,Premium,F,SI2,61.4,61.0,4749,6.47,6.4,3.95
52287,0.4,Ideal,J,VS2,62.6,57.0,599,4.68,4.71,2.94
52288,0.7,Fair,G,VS2,65.3,57.0,2338,5.58,5.47,3.61
52289,0.52,Ideal,H,VVS1,60.4,57.0,1778,5.2,5.23,3.15
52290,0.3,Premium,G,SI2,62.5,59.0,506,4.31,4.27,2.68
52291,1.22,Very Good,G,VS2,63.1,56.0,6962,6.82,6.8,4.3
52292,0.31,Premium,H,VS1,62.6,60.0,544,4.3,4.32,2.7
52293,1.51,Very Good,H,SI1,63.3,57.0,10053,7.23,7.34,4.61
52294,2.16,Ideal,J,SI1,63.0,55.0,14691,8.2,8.24,5.18
52295,1.58,Ideal,I,VS1,62.4,54.0,10920,7.43,7.46,4.64
52296,0.7,Very Good,E,SI2,63.5,59.0,1894,5.63,5.51,3.53
52297,1.23,Premium,H,VS2,60.6,59.0,6577,6.94,6.89,4.19
52298,1.0,Ideal,F,SI2,62.4,57.0,5798,6.37,6.42,3.99
52299,1.71,Ideal,I,VVS2,61.9,57.0,13660,7.62,7.67,4.73
52300,0.8,Good,G,VS2,64.2,58.0,2753,5.84,5.81,3.74
52301,0.43,Ideal,G,SI1,61.3,55.0,917,4.88,4.9,3.0
52302,0.8,Fair,G,I1,64.5,57.0,1715,5.86,5.83,3.77
52303,0.63,Very Good,E,SI1,61.0,57.6,1952,5.48,5.51,3.36
52304,1.02,Premium,J,VS2,58.9,60.0,3651,6.57,6.53,3.86
52305,0.32,Ideal,E,VS1,61.0,54.0,825,4.44,4.46,2.72
52306,0.8,Premium,D,SI1,61.7,58.0,3312,5.96,5.93,3.67
52307,0.32,Ideal,E,VVS2,62.2,53.0,816,4.39,4.42,2.74
52308,0.54,Very Good,F,SI1,61.2,55.0,1346,5.23,5.29,3.22
52309,0.43,Premium,D,SI1,61.0,57.0,993,4.88,4.85,2.97
52310,1.51,Premium,E,SI1,61.5,58.0,12530,7.33,7.38,4.52
52311,1.0,Good,F,SI2,59.4,64.0,3259,6.52,6.48,3.86
52312,1.51,Very Good,H,SI1,62.1,59.0,9694,7.28,7.33,4.54
52313,0.71,Ideal,G,SI1,61.4,56.0,3007,5.72,5.77,3.53
52314,1.01,Premium,H,SI2,61.6,59.0,4242,6.44,6.39,3.95
52315,1.27,Ideal,J,VVS2,62.2,54.0,6430,6.92,6.98,4.32
52316,0.71,Good,I,SI1,60.9,64.0,2087,5.72,5.67,3.47
52317,0.38,Ideal,E,IF,62.7,55.0,1433,4.61,4.67,2.91
52318,0.71,Very Good,I,SI2,61.1,56.0,1938,5.75,5.79,3.53
52319,1.41,Premium,F,SI2,62.7,56.0,7817,7.21,7.15,4.5
52320,0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
52321,0.83,Premium,E,SI1,60.7,58.0,3482,6.06,6.09,3.69
52322,0.31,Ideal,D,VS2,61.2,55.0,734,4.36,4.46,2.7
52323,0.3,Ideal,D,SI1,61.9,54.0,552,4.32,4.34,2.68
52324,0.99,Fair,J,SI1,58.0,67.0,2949,6.57,6.5,3.79
52325,0.54,Ideal,F,VVS2,61.6,56.0,2231,5.23,5.26,3.23
52326,0.31,Ideal,F,IF,62.0,55.0,914,4.36,4.38,2.71
52327,0.31,Ideal,D,VS2,61.5,56.0,734,4.35,4.36,2.68
52328,1.0,Premium,F,SI1,62.6,60.0,5197,6.3,6.32,3.95
52329,0.91,Fair,H,SI2,65.7,60.0,2763,6.03,5.99,3.95
52330,1.0,Good,F,VS2,61.1,61.0,6841,6.38,6.45,3.92
52331,0.52,Good,H,VS2,63.7,54.0,1385,5.12,5.09,3.25
52332,0.57,Ideal,E,SI1,61.8,57.0,1728,5.33,5.28,3.28
52333,0.43,Ideal,G,IF,61.3,56.0,1318,4.86,4.9,2.99
52334,1.5,Premium,D,SI2,61.9,58.0,8649,7.34,7.27,4.52
52335,0.3,Premium,F,IF,61.6,58.0,947,4.32,4.35,2.67
52336,1.54,Ideal,J,VS2,62.7,56.0,8479,7.32,7.36,4.6
52337,1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47
52338,1.12,Premium,I,SI1,61.1,59.0,4373,6.66,6.69,4.08
52339,0.71,Ideal,J,VVS2,60.5,58.0,2162,5.77,5.8,3.5
52340,0.32,Premium,I,VS2,62.2,59.0,449,4.35,4.37,2.71
52341,0.31,Premium,F,VVS1,59.4,58.0,982,4.45,4.41,2.63
52342,0.34,Premium,J,VS2,62.3,60.0,417,4.46,4.49,2.79
52343,1.2,Ideal,G,VVS2,61.7,57.0,7688,6.84,6.79,4.2
52344,0.41,Ideal,J,VS1,60.2,57.0,647,4.81,4.85,2.91
52345,0.35,Premium,F,SI1,62.3,58.0,748,4.53,4.49,2.81
52346,0.39,Ideal,G,VS2,62.2,53.9,787,4.66,4.69,2.9
52347,0.34,Good,H,SI1,63.7,57.0,628,4.45,4.44,2.83
52348,1.01,Good,G,VS1,63.7,57.0,6618,6.37,6.32,4.04
52349,0.78,Ideal,D,VS2,61.7,57.0,3595,5.87,5.93,3.64
52350,0.9,Very Good,G,VS2,58.5,59.0,4484,6.35,6.36,3.72
52351,1.13,Premium,H,VS2,62.4,58.0,5885,6.66,6.61,4.14
52352,1.01,Very Good,E,SI2,60.9,58.0,4566,6.45,6.49,3.94
52353,0.52,Very Good,F,VVS1,61.7,56.0,2205,5.17,5.22,3.2
52354,1.05,Premium,E,SI2,60.9,61.0,3951,6.61,6.55,4.01
52355,0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71
52356,0.42,Ideal,D,SI1,62.0,55.0,810,4.83,4.84,3.0
52357,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64
52358,0.41,Ideal,D,VS2,62.2,57.0,1076,4.76,4.72,2.95
52359,0.3,Ideal,I,SI2,62.0,54.0,348,4.31,4.34,2.68
52360,1.22,Ideal,I,SI2,60.7,57.0,4714,6.92,6.88,4.19
52361,0.38,Ideal,G,VS1,61.5,57.0,794,4.66,4.71,2.88
52362,0.72,Premium,I,SI1,60.8,58.0,1858,5.83,5.78,3.53
52363,1.54,Ideal,F,VS1,60.3,57.0,18416,7.49,7.56,4.54
52364,1.24,Ideal,H,VS2,60.1,59.0,7701,6.99,7.03,4.21
52365,1.01,Very Good,D,IF,61.6,56.0,16087,6.43,6.46,3.97
52366,1.14,Premium,D,SI1,60.5,59.0,5809,6.79,6.73,4.09
52367,0.31,Ideal,E,SI2,59.5,61.0,421,4.42,4.45,2.64
52368,1.03,Premium,F,VS2,62.6,58.0,5774,6.45,6.4,4.02
52369,0.7,Very Good,E,SI1,59.4,63.0,2481,5.79,5.73,3.42
52370,1.0,Premium,E,VS1,61.9,60.0,7392,6.44,6.41,3.98
52371,0.56,Very Good,G,VS2,62.6,58.0,1605,5.22,5.32,3.31
52372,1.07,Very Good,E,VS2,60.4,58.0,6441,6.61,6.66,4.01
52373,0.3,Ideal,D,SI1,61.9,57.0,524,4.28,4.32,2.66
52374,0.7,Ideal,F,SI1,61.0,56.0,2840,5.75,5.8,3.52
52375,0.78,Very Good,H,SI1,63.1,58.0,2600,5.85,5.88,3.7
52376,0.3,Very Good,D,VS2,62.5,57.0,670,4.26,4.28,2.67
52377,0.3,Very Good,E,VS2,61.9,61.0,658,4.28,4.32,2.66
52378,0.55,Ideal,E,VS1,61.9,55.0,2079,5.3,5.24,3.25
52379,1.29,Premium,G,VS2,58.7,58.0,8842,7.27,7.11,4.22
52380,0.51,Ideal,G,SI1,61.5,55.5,1254,5.13,5.19,3.17
52381,0.5,Very Good,J,SI1,62.8,58.0,990,5.05,5.08,3.18
52382,0.31,Good,D,SI1,63.7,54.0,571,4.31,4.35,2.76
52383,1.5,Premium,F,VS1,62.3,58.0,15153,7.28,7.33,4.55
52384,1.12,Ideal,H,SI2,63.6,56.0,5331,6.68,6.54,4.19
52385,0.7,Very Good,F,VS2,62.8,58.0,2552,5.6,5.64,3.53
52386,0.5,Ideal,F,VS2,62.9,55.0,1654,5.1,5.07,3.2
52387,0.59,Ideal,E,VVS2,60.2,56.0,2553,5.46,5.51,3.3
52388,0.51,Very Good,E,SI1,60.8,55.0,1318,5.17,5.2,3.15
52389,0.32,Very Good,D,SI2,63.4,56.0,612,4.38,4.36,2.77
52390,0.31,Premium,F,VVS1,59.9,59.0,940,4.45,4.43,2.66
52391,0.31,Very Good,F,VS2,62.7,57.0,500,4.31,4.36,2.72
52392,0.46,Ideal,E,VS1,61.7,56.0,1834,4.95,5.0,3.07
52393,0.71,Premium,E,SI1,61.8,56.0,2516,5.77,5.72,3.55
52394,0.34,Ideal,D,VS2,60.8,57.0,730,4.52,4.56,2.76
52395,0.33,Very Good,E,SI1,60.2,58.0,579,4.49,4.55,2.72
52396,0.39,Premium,G,VS2,62.4,56.0,1009,4.68,4.64,2.91
52397,0.41,Very Good,F,SI1,63.1,56.0,878,4.73,4.69,2.97
52398,1.2,Very Good,H,SI1,62.9,56.0,6019,6.74,6.8,4.26
52399,0.9,Premium,E,SI2,60.7,61.0,3084,6.22,6.16,3.76
52400,0.41,Premium,F,VS1,61.1,58.0,1076,4.78,4.74,2.91
52401,0.3,Premium,I,VS1,59.8,60.0,473,4.34,4.36,2.6
52402,0.51,Premium,G,VS2,62.2,57.0,1546,5.15,5.1,3.19
52403,1.28,Premium,I,VS2,62.5,61.0,6451,6.89,6.86,4.3
52404,0.31,Ideal,E,VVS2,61.3,55.0,791,4.35,4.39,2.68
52405,0.71,Premium,G,SI1,62.5,58.0,2613,5.66,5.61,3.52
52406,0.92,Premium,D,SI2,62.4,60.0,4096,6.25,6.21,3.89
52407,1.25,Premium,D,SI2,59.8,55.0,4543,7.07,7.01,4.21
52408,0.42,Very Good,H,SI1,62.0,59.0,700,4.76,4.79,2.96
52409,0.31,Premium,E,VS2,61.0,59.0,872,4.37,4.35,2.66
52410,2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
52411,1.5,Good,J,SI2,63.7,58.0,5107,7.19,7.13,4.56
52412,0.43,Ideal,F,VS2,61.1,56.0,905,4.88,4.91,2.99
52413,2.33,Ideal,I,VS2,62.4,57.0,15073,8.52,8.47,5.31
52414,1.05,Ideal,F,SI2,62.7,54.0,4866,6.5,6.54,4.09
52415,2.04,Premium,E,SI2,62.7,60.0,15398,8.04,8.0,5.03
52416,0.35,Ideal,J,VS2,61.8,55.0,446,4.54,4.56,2.81
52417,0.4,Good,F,SI1,63.6,59.0,678,4.64,4.67,2.96
52418,1.03,Very Good,D,SI2,61.8,60.0,4478,6.42,6.45,3.98
52419,0.33,Premium,D,SI1,60.1,59.0,780,4.49,4.46,2.69
52420,1.05,Very Good,E,VS1,59.8,59.0,7666,6.57,6.75,3.98
52421,0.76,Ideal,F,SI2,61.6,57.0,2253,5.91,5.85,3.62
52422,0.35,Ideal,E,VVS1,61.9,56.0,967,4.55,4.53,2.81
52423,0.31,Ideal,G,VS2,62.3,56.0,544,4.29,4.34,2.69
52424,1.02,Good,E,SI2,63.3,59.0,4398,6.32,6.42,4.03
52425,1.01,Very Good,E,VS1,62.2,56.0,7039,6.38,6.42,3.98
52426,0.3,Very Good,D,SI2,63.2,57.0,574,4.24,4.21,2.67
52427,0.5,Premium,G,VS1,60.8,60.0,1629,5.16,5.14,3.13
52428,0.7,Ideal,J,SI1,62.3,57.0,1974,5.69,5.71,3.55
52429,1.1,Ideal,G,VS2,60.2,56.0,6972,6.7,6.74,4.05
52430,0.39,Very Good,D,VS2,62.2,58.0,702,4.63,4.69,2.9
52431,1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89
52432,1.11,Ideal,J,SI1,62.4,57.0,4497,6.57,6.6,4.11
52433,0.56,Ideal,E,SI1,61.6,55.0,1649,5.31,5.33,3.28
52434,1.0,Very Good,E,SI2,59.5,63.0,4004,6.41,6.47,3.83
52435,1.0,Very Good,E,VS2,62.6,60.0,6518,6.35,6.4,3.99
52436,0.71,Premium,H,SI1,62.5,60.0,2207,5.75,5.68,3.57
52437,0.4,Very Good,D,VS1,64.2,57.0,967,4.67,4.7,3.01
52438,0.83,Ideal,H,SI1,62.4,57.0,2720,6.03,5.98,3.75
52439,0.52,Ideal,H,VS1,61.1,57.0,1648,5.17,5.22,3.17
52440,0.74,Good,D,VVS1,59.2,62.6,4274,5.85,5.87,3.47
52441,0.38,Very Good,I,VS1,62.0,55.0,750,4.65,4.67,2.89
52442,1.24,Good,G,VS2,61.3,57.0,8672,6.78,6.88,4.19
52443,0.32,Very Good,I,VVS1,60.9,57.0,596,4.45,4.48,2.71
52444,0.5,Premium,G,VS1,58.9,59.0,1629,5.21,5.15,3.05
52445,0.37,Very Good,D,SI1,62.3,56.0,681,4.61,4.64,2.88
52446,1.02,Ideal,F,I1,61.0,56.0,3599,6.53,6.51,3.98
52447,1.01,Good,G,SI1,63.4,58.0,4588,6.28,6.33,4.0
52448,0.58,Very Good,H,SI1,58.4,59.0,1239,5.48,5.51,3.21
52449,0.6,Premium,E,VS2,62.7,58.0,1915,5.37,5.34,3.36
52450,0.3,Very Good,E,VS2,62.6,62.0,614,4.21,4.25,2.65
52451,1.7,Ideal,H,VS2,62.8,55.0,10333,7.61,7.54,4.76
52452,2.01,Premium,J,VS2,60.4,59.0,13619,8.1,8.15,4.91
52453,0.42,Ideal,G,VS2,62.4,54.0,847,4.78,4.83,3.0
52454,0.24,Ideal,G,IF,61.6,57.0,559,3.99,4.02,2.46
