,carat,cut,color,clarity,depth,table,price,x,y,z
25195,0.41,Ideal,E,VS2,61.8,56.0,935,4.74,4.78,2.94
25196,0.38,Very Good,D,SI1,61.3,57.0,701,4.67,4.7,2.87
25197,0.4,Premium,E,SI1,60.1,59.0,737,4.76,4.82,2.88
25198,0.74,Very Good,G,SI2,62.8,59.0,2262,5.71,5.76,3.6
25199,1.01,Premium,E,SI1,59.9,59.0,4991,6.49,6.46,3.88
25200,1.5,Very Good,H,VS1,59.6,60.0,12152,7.39,7.42,4.41
25201,1.51,Ideal,G,SI2,62.4,56.0,9234,7.29,7.25,4.54
25202,0.33,Ideal,I,IF,61.4,56.0,694,4.41,4.45,2.72
25203,0.31,Good,I,SI1,64.3,55.0,377,4.27,4.29,2.75
25204,0.59,Very Good,F,VS2,62.9,55.0,1622,5.32,5.39,3.37
25205,0.88,Ideal,E,SI2,62.2,57.0,3329,6.08,6.2,3.82
25206,1.5,Very Good,D,SI1,62.8,58.0,12342,7.28,7.31,4.58
25207,1.0,Very Good,H,VVS1,62.3,60.0,6022,6.28,6.36,3.94
25208,0.51,Premium,F,VVS2,61.9,56.0,2310,5.17,5.13,3.19
25209,0.54,Premium,H,VVS2,60.6,60.0,1786,5.31,5.29,3.21
25210,0.53,Ideal,F,SI2,61.7,55.0,1421,5.22,5.25,3.23
25211,1.03,Ideal,J,SI1,61.7,56.0,4395,6.49,6.53,4.02
25212,1.51,Ideal,G,VS1,61.1,57.0,14674,7.41,7.38,4.52
25213,1.01,Ideal,G,VS2,62.1,59.0,7814,6.39,6.43,3.98
25214,0.54,Very Good,F,VS2,58.2,60.0,1551,5.34,5.39,3.12
25215,0.73,Very Good,E,SI1,57.7,61.0,2844,5.92,5.96,3.43
25216,1.05,Ideal,H,SI2,61.9,56.0,4504,6.49,6.56,4.04
25217,0.78,Premium,F,VS1,61.5,58.0,3446,5.93,5.98,3.66
25218,0.55,Very Good,E,VS2,61.7,59.0,1629,5.2,5.27,3.23
25219,1.5,Very Good,H,VS1,63.3,59.0,9173,7.15,7.1,4.51
25220,0.3,Ideal,E,VVS1,61.4,56.0,956,4.37,4.33,2.67
25221,1.0,Good,F,VS2,62.4,60.0,6192,6.27,6.29,3.92
25222,0.74,Premium,E,VS1,62.7,58.0,2999,5.83,5.74,3.63
25223,0.3,Very Good,G,VVS1,62.1,56.0,789,4.29,4.31,2.67
25224,1.7,Premium,I,VS2,62.0,59.0,10929,7.6,7.55,4.7
25225,1.35,Ideal,G,VS1,61.5,56.0,10193,7.12,7.15,4.39
25226,1.4,Premium,G,SI2,60.6,58.0,5723,7.26,7.22,4.39
25227,1.2,Ideal,H,VS2,62.8,57.0,4771,6.71,6.67,4.2
25228,1.06,Very Good,J,SI2,62.0,58.0,3754,6.45,6.53,4.04
25229,1.52,Ideal,H,VS1,62.3,55.0,11154,7.36,7.32,4.57
25230,0.28,Ideal,F,VS2,61.8,54.0,490,4.18,4.23,2.6
25231,0.54,Ideal,F,VS1,62.2,55.0,1799,5.23,5.25,3.26
25232,0.38,Ideal,E,VS1,61.9,56.0,1069,4.67,4.63,2.88
25233,1.2,Ideal,G,VS2,59.9,61.0,8321,6.85,6.88,4.11
25234,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83
25235,0.43,Ideal,G,SI1,61.7,55.0,818,4.89,4.87,3.01
25236,0.52,Very Good,E,VS2,62.5,58.0,1653,5.13,5.18,3.22
25237,1.5,Ideal,G,VS1,61.3,56.0,16171,7.41,7.37,4.53
25238,0.3,Ideal,G,VVS1,61.3,56.0,1013,4.34,4.3,2.65
25239,0.38,Ideal,D,VVS1,60.3,56.0,1915,4.74,4.72,2.85
25240,1.01,Premium,F,SI2,62.7,56.0,4197,6.4,6.35,4.0
25241,0.7,Very Good,F,VVS1,63.0,60.0,3261,5.59,5.62,3.53
25242,1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15
25243,0.4,Good,G,SI2,63.2,56.0,596,4.7,4.73,2.98
25244,2.12,Premium,I,VS2,61.5,58.0,17254,8.3,8.26,5.09
25245,0.31,Good,I,VS1,63.9,55.0,586,4.3,4.28,2.74
25246,1.51,Good,H,SI2,62.8,60.0,7929,7.22,7.26,4.55
25247,0.53,Very Good,I,VS1,59.9,58.0,1350,5.24,5.28,3.15
25248,0.41,Ideal,I,VS2,61.4,54.0,625,4.81,4.83,2.96
25249,0.7,Very Good,H,SI1,63.5,57.0,2106,5.59,5.66,3.59
25250,1.54,Premium,H,SI1,62.2,58.0,10466,7.45,7.32,4.59
25251,1.12,Very Good,E,SI2,60.9,63.0,3864,6.65,6.59,4.03
25252,1.7,Ideal,H,VS2,62.2,57.0,13632,7.63,7.67,4.76
25253,0.57,Ideal,G,VS1,62.1,56.0,1949,5.33,5.3,3.3
25254,1.0,Very Good,F,SI1,63.3,58.0,5528,6.28,6.39,4.01
25255,0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6
25256,1.14,Ideal,F,VVS2,62.7,55.0,9316,6.7,6.6,4.17
25257,0.51,Ideal,H,VVS2,61.2,57.0,1669,5.14,5.19,3.16
25258,0.5,Ideal,G,VVS2,62.7,55.0,1836,5.07,5.1,3.19
25259,1.5,Premium,G,VS1,62.4,60.0,13009,7.29,7.22,4.53
25260,0.3,Ideal,F,IF,62.3,57.0,886,4.29,4.31,2.68
25261,0.3,Premium,G,VS1,59.6,59.0,776,4.38,4.34,2.6
25262,0.59,Very Good,E,VS1,60.0,56.0,2021,5.46,5.5,3.29
25263,1.24,Very Good,I,VS2,60.1,59.0,5783,6.95,7.02,4.2
25264,1.23,Ideal,J,SI1,62.2,57.0,5407,6.89,6.81,4.26
25265,2.51,Premium,H,SI2,60.6,61.0,14543,8.88,8.68,5.29
25266,0.58,Premium,E,VS1,60.7,58.0,2105,5.41,5.36,3.27
25267,0.31,Ideal,F,VS1,61.2,57.0,695,4.36,4.39,2.68
25268,0.72,Ideal,E,VS2,60.9,56.0,3301,5.81,5.84,3.55
25269,0.3,Ideal,G,VS1,61.1,56.0,524,4.35,4.36,2.66
25270,1.73,Premium,G,VS2,62.9,58.0,16960,7.65,7.58,4.79
25271,1.76,Ideal,I,VS1,62.0,57.0,11616,7.71,7.74,4.79
25272,1.66,Ideal,F,I1,62.1,58.0,6135,7.6,7.56,4.71
25273,1.23,Ideal,J,SI1,63.1,58.0,4959,6.8,6.74,4.27
25274,0.5,Premium,E,VS2,61.4,59.0,1746,5.13,5.09,3.14
25275,1.2,Ideal,I,SI1,62.3,53.0,5694,6.8,6.85,4.25
25276,0.34,Ideal,H,VS2,60.5,56.0,537,4.54,4.58,2.76
25277,0.71,Ideal,E,VS2,61.1,56.0,3342,5.77,5.79,3.53
25278,1.29,Premium,F,SI1,62.5,60.0,7730,6.97,6.91,4.34
25279,1.11,Premium,H,SI2,59.8,60.0,4538,6.75,6.66,4.01
25280,0.5,Premium,F,SI2,58.0,62.0,1031,5.21,5.18,3.01
25281,0.71,Fair,G,SI2,64.4,58.0,2300,5.59,5.56,3.59
25282,1.74,Premium,H,SI2,62.1,59.0,10270,7.78,7.65,4.79
25283,1.52,Very Good,I,SI1,62.8,62.0,9129,7.23,7.29,4.56
25284,0.33,Ideal,F,VVS1,61.1,55.0,854,4.48,4.52,2.75
25285,0.54,Ideal,E,VS2,61.8,55.0,1847,5.26,5.24,3.24
25286,3.0,Very Good,H,I1,63.1,55.0,6512,9.23,9.1,5.77
25287,0.54,Ideal,G,VVS2,61.9,55.0,1927,5.2,5.3,3.25
25288,0.3,Very Good,F,SI2,61.7,62.0,394,4.25,4.27,2.63
25289,0.32,Ideal,F,VVS1,60.7,56.0,905,4.45,4.43,2.7
25290,0.72,Ideal,H,VS1,61.6,59.0,2642,5.75,5.78,3.55
25291,0.34,Very Good,F,SI2,60.6,58.0,478,4.55,4.57,2.76
25292,0.3,Ideal,D,VS2,62.6,56.0,911,4.31,4.28,2.69
25293,0.9,Premium,F,SI1,61.3,58.0,3714,6.13,6.08,3.74
25294,0.32,Ideal,D,VVS1,61.7,55.0,1067,4.41,4.44,2.73
25295,0.51,Premium,E,SI2,62.0,57.0,1205,5.13,5.09,3.17
25296,1.13,Very Good,H,SI2,62.5,62.0,4537,6.59,6.66,4.14
25297,1.2,Ideal,F,VVS1,61.1,55.0,13088,6.86,6.89,4.2
25298,0.34,Good,E,SI1,63.2,55.0,596,4.46,4.49,2.83
25299,0.41,Premium,F,SI2,60.3,58.0,907,4.86,4.82,2.92
25300,1.03,Ideal,G,VVS1,59.9,61.0,8955,6.56,6.63,3.95
25301,0.75,Fair,F,VS1,55.8,70.0,2859,6.09,5.98,3.37
25302,1.3,Ideal,G,VVS2,62.0,57.0,11175,7.03,6.96,4.34
25303,0.34,Very Good,G,IF,59.4,56.0,917,4.59,4.63,2.74
25304,0.43,Very Good,D,SI2,63.3,57.0,858,4.82,4.79,3.04
25305,0.91,Good,F,VVS2,62.6,61.0,5225,6.12,6.19,3.85
25306,0.34,Premium,E,VS2,60.9,60.0,956,4.51,4.49,2.74
25307,1.12,Premium,I,VS2,61.9,58.0,5027,6.63,6.68,4.12
25308,0.41,Ideal,D,SI2,62.7,55.0,876,4.75,4.72,2.97
25309,0.42,Ideal,D,VS1,62.1,56.0,1179,4.78,4.82,2.98
25310,0.32,Premium,G,SI1,59.6,60.0,477,4.43,4.46,2.65
25311,0.41,Premium,E,SI1,61.0,59.0,969,4.82,4.78,2.93
25312,1.5,Good,H,VS1,64.3,57.0,8736,7.12,7.0,4.54
25313,1.0,Premium,D,SI1,62.5,59.0,5775,6.32,6.38,3.97
25314,0.54,Ideal,H,VVS1,60.4,55.0,1846,5.27,5.32,3.2
25315,2.31,Very Good,I,SI1,62.5,55.0,17715,8.39,8.44,5.26
25316,1.01,Good,E,SI2,63.9,55.0,4440,6.38,6.33,4.08
25317,0.43,Ideal,H,VS1,62.3,57.0,868,4.81,4.84,3.0
25318,1.01,Very Good,I,SI1,60.9,63.0,2323,6.51,6.43,3.94
25319,0.5,Very Good,E,VS2,63.5,58.0,1629,5.07,5.04,3.21
25320,0.52,Very Good,E,SI1,60.8,56.0,1343,5.17,5.2,3.15
25321,0.85,Very Good,D,SI1,60.3,57.0,3669,6.09,6.22,3.71
25322,0.3,Ideal,H,IF,62.3,54.0,764,4.34,4.36,2.71
25323,0.71,Very Good,H,SI1,60.1,63.0,2258,5.72,5.69,3.43
25324,1.21,Ideal,D,VS2,60.9,60.0,10353,6.91,6.86,4.19
25325,0.7,Premium,E,VS1,58.4,59.0,2854,5.91,5.83,3.43
25326,0.38,Ideal,E,VS1,62.6,53.5,979,4.61,4.66,2.9
25327,0.9,Good,D,SI2,62.3,58.0,3806,6.05,6.27,3.84
25328,1.26,Premium,I,SI2,60.1,59.0,5207,7.03,6.99,4.21
25329,1.56,Fair,G,SI2,64.8,59.0,7950,7.38,7.19,4.72
25330,1.26,Premium,H,SI1,62.2,58.0,6664,6.93,6.87,4.29
25331,0.33,Ideal,G,VS1,61.4,54.0,666,4.44,4.48,2.74
25332,0.33,Ideal,H,VS2,60.7,57.0,668,4.5,4.46,2.72
25333,0.26,Premium,F,VS1,59.5,58.0,452,4.18,4.22,2.5
25334,1.04,Premium,I,SI1,62.0,57.0,4368,6.5,6.47,4.02
25335,0.39,Ideal,E,VVS1,60.4,56.0,1179,4.76,4.78,2.88
25336,1.5,Ideal,E,SI1,60.4,59.0,12265,7.38,7.43,4.47
25337,0.9,Ideal,H,SI1,62.5,56.0,4492,6.14,6.18,3.85
25338,0.32,Ideal,J,VS1,61.3,57.0,540,4.43,4.41,2.71
25339,1.03,Good,F,VS2,63.9,59.0,6543,6.35,6.38,4.07
25340,2.3,Ideal,J,VS2,62.4,56.0,16062,8.44,8.49,5.28
25341,1.13,Ideal,D,VVS2,62.3,54.0,12788,6.64,6.7,4.16
25342,1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56
25343,1.01,Premium,I,VVS1,62.0,59.0,4989,6.39,6.32,3.94
25344,0.65,Very Good,D,SI1,62.4,58.0,1945,5.52,5.57,3.46
25345,0.71,Premium,I,VVS2,61.9,60.0,2428,5.69,5.75,3.54
25346,0.76,Premium,H,VVS1,60.7,58.0,3311,5.9,5.93,3.59
25347,0.32,Ideal,G,SI1,61.3,57.0,477,4.37,4.4,2.69
25348,0.25,Ideal,H,VVS1,60.2,56.0,525,4.1,4.11,2.47
25349,0.75,Premium,G,SI2,58.8,60.0,2070,5.99,5.89,3.49
25350,0.93,Good,D,SI1,63.8,59.0,3812,6.21,6.15,3.94
25351,0.8,Very Good,D,VS2,63.1,57.0,3135,5.94,5.89,3.73
25352,0.91,Very Good,G,VS2,59.5,58.0,4316,6.26,6.34,3.75
25353,1.71,Premium,E,SI1,62.2,58.0,14190,7.61,7.67,4.75
25354,0.63,Good,J,SI1,59.9,64.0,1134,5.63,5.58,3.36
25355,0.4,Premium,F,VS2,60.7,60.0,1080,4.8,4.75,2.9
25356,0.4,Premium,E,SI1,62.9,58.0,907,4.74,4.71,2.97
25357,0.34,Premium,E,VS1,59.9,58.0,805,4.54,4.58,2.73
25358,1.24,Very Good,F,VS2,59.6,59.0,8929,7.0,7.07,4.19
25359,0.71,Very Good,G,SI2,63.0,56.0,1993,5.62,5.65,3.55
25360,0.91,Premium,I,SI2,62.0,59.0,2913,6.18,6.23,3.85
25361,0.56,Ideal,D,SI1,61.3,55.0,1708,5.32,5.35,3.27
25362,0.96,Ideal,F,VS1,61.7,56.0,4333,6.4,6.34,3.93
25363,1.05,Premium,G,SI1,60.3,57.0,4974,6.64,6.59,3.99
25364,0.96,Premium,J,SI1,60.3,59.0,3269,6.4,6.36,3.85
25365,0.5,Very Good,G,SI1,62.9,59.0,1197,5.06,5.09,3.19
25366,1.34,Ideal,D,I1,61.7,55.0,6303,7.12,7.08,4.38
25367,0.38,Very Good,F,VS1,58.7,63.0,988,4.75,4.79,2.8
25368,1.02,Ideal,F,VVS2,61.9,57.0,9212,6.53,6.42,4.01
25369,1.4,Very Good,G,VS1,62.6,58.0,11262,7.03,7.07,4.41
25370,1.52,Premium,I,I1,61.2,58.0,3541,7.43,7.35,4.52
25371,0.31,Ideal,E,VS2,61.0,56.0,680,4.38,4.41,2.68
25372,0.34,Premium,I,SI1,61.8,57.0,574,4.51,4.46,2.77
25373,0.4,Ideal,H,VVS2,62.4,57.0,877,4.69,4.73,2.94
25374,0.3,Ideal,F,VS1,62.5,57.0,621,4.26,4.28,2.67
25375,0.34,Ideal,H,IF,60.8,56.0,988,4.56,4.55,2.77
25376,0.43,Ideal,G,VS1,61.2,57.0,941,4.88,4.83,2.97
25377,0.64,Ideal,G,IF,61.7,58.0,2960,5.52,5.56,3.42
25378,0.9,Premium,F,SI2,61.6,58.0,3457,6.23,6.15,3.81
25379,1.21,Premium,H,SI2,58.2,59.0,5082,7.05,7.03,4.1
25380,0.56,Ideal,D,VS2,61.1,56.0,1963,5.3,5.33,3.25
25381,0.53,Ideal,E,SI1,61.9,55.0,1435,5.18,5.22,3.22
25382,1.01,Very Good,H,SI1,63.4,58.0,4642,6.38,6.34,4.03
25383,0.33,Very Good,F,VVS2,63.5,54.0,694,4.42,4.37,2.79
25384,0.91,Very Good,H,VS1,62.7,63.0,3881,6.1,6.03,3.8
25385,0.41,Ideal,D,VS1,62.3,56.0,1018,4.71,4.79,2.96
25386,0.5,Very Good,E,VS2,63.4,58.0,1583,5.08,5.05,3.21
25387,1.01,Very Good,H,SI1,62.6,58.0,4369,6.34,6.44,4.0
25388,0.8,Very Good,H,VS2,61.2,53.0,2918,5.98,6.05,3.68
25389,0.72,Ideal,H,VVS1,61.4,56.0,3124,5.79,5.77,3.55
25390,0.81,Ideal,F,SI1,61.9,57.0,2977,5.98,6.01,3.71
25391,0.28,Very Good,F,VVS2,59.7,59.0,642,4.26,4.28,2.55
25392,0.64,Fair,I,VS2,55.3,69.0,1411,5.85,5.69,3.19
25393,2.04,Very Good,H,SI2,63.2,58.0,13790,8.1,8.0,5.09
25394,1.01,Very Good,E,SI1,62.8,60.0,5132,6.38,6.39,4.01
25395,0.3,Good,H,SI2,63.9,57.0,378,4.24,4.27,2.72
25396,1.23,Ideal,G,VS1,61.2,56.0,9119,6.92,6.98,4.25
25397,0.9,Very Good,F,SI2,63.4,60.0,3465,6.06,6.09,3.85
25398,0.91,Ideal,J,VS1,60.7,57.0,3296,6.26,6.23,3.79
25399,1.01,Good,D,SI1,63.9,60.0,5147,6.32,6.29,4.03
25400,0.52,Ideal,D,VS2,62.2,56.0,1919,5.16,5.13,3.2
25401,0.7,Ideal,H,VVS1,61.5,57.0,3517,5.69,5.73,3.51
25402,0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
25403,0.51,Good,D,SI2,63.9,55.0,1268,5.1,5.04,3.24
25404,0.7,Very Good,I,VS2,60.1,57.0,2316,5.79,5.82,3.49
25405,1.51,Good,I,VS2,63.7,58.0,9116,7.23,7.21,4.6
25406,0.71,Premium,G,VS1,60.9,58.0,2694,5.77,5.73,3.5
25407,0.72,Ideal,G,SI2,60.8,57.0,2449,5.79,5.82,3.52
25408,0.5,Very Good,H,VS2,63.0,55.0,1209,5.05,5.08,3.19
25409,0.54,Ideal,F,VS2,64.2,54.0,1837,5.19,5.12,3.31
25410,1.0,Very Good,E,SI1,61.2,60.0,5351,6.39,6.42,3.92
25411,1.0,Fair,F,VS2,64.9,56.0,5840,6.26,6.31,4.08
25412,0.33,Ideal,F,VS2,61.1,56.0,804,4.47,4.5,2.74
25413,1.18,Premium,G,VVS2,61.6,58.0,9304,6.8,6.77,4.18
25414,1.01,Fair,I,VS1,64.9,58.0,4263,6.17,6.22,4.02
25415,1.04,Very Good,G,VS2,61.4,63.0,5451,6.55,6.51,4.01
25416,0.8,Very Good,H,SI1,63.0,57.0,3005,5.89,5.95,3.73
25417,0.28,Very Good,I,VS2,61.9,57.0,379,4.16,4.19,2.58
25418,0.51,Ideal,G,VVS2,62.0,57.0,1842,5.13,5.1,3.17
25419,1.2,Ideal,H,SI2,62.7,55.0,5578,6.74,6.69,4.21
25420,2.17,Premium,D,SI2,62.2,59.0,16472,8.28,8.34,5.17
25421,0.83,Ideal,J,VS2,62.3,55.0,2742,6.01,6.03,3.75
25422,0.44,Premium,H,VS2,61.3,58.0,1040,4.91,4.88,3.0
25423,0.9,Ideal,H,SI2,61.5,56.0,3770,6.24,6.18,3.82
25424,1.05,Premium,D,SI2,58.9,58.0,5134,6.74,6.67,3.95
25425,1.2,Premium,J,SI2,61.8,56.0,4177,6.85,6.81,4.22
25426,0.36,Ideal,F,IF,62.2,55.0,1215,4.62,4.57,2.86
25427,1.33,Premium,I,VS1,61.7,58.0,6390,7.09,7.14,4.39
25428,0.5,Very Good,H,VS1,61.6,57.0,1598,5.11,5.13,3.15
25429,0.4,Very Good,F,VVS1,62.3,60.0,1111,4.65,4.69,2.91
25430,0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52
25431,0.27,Ideal,F,VS2,61.8,53.0,583,4.18,4.2,2.59
25432,1.34,Very Good,F,VS1,59.7,60.0,10771,7.17,7.2,4.29
25433,0.3,Very Good,D,VS2,62.9,58.0,710,4.23,4.26,2.67
25434,0.32,Premium,H,SI1,62.0,58.0,591,4.39,4.38,2.72
25435,1.07,Premium,F,SI1,61.7,58.0,5042,6.54,6.61,4.06
25436,1.03,Good,F,VS2,63.9,59.0,6662,6.38,6.35,4.07
25437,0.4,Ideal,G,VS1,62.2,56.0,877,4.72,4.74,2.94
25438,0.41,Ideal,E,VS1,62.2,55.0,1030,4.79,4.76,2.97
25439,1.0,Good,E,VS2,64.1,54.0,6315,6.26,6.31,4.03
25440,1.04,Ideal,I,SI1,61.3,57.0,4659,6.57,6.54,4.02
25441,0.38,Very Good,I,VVS1,63.5,57.0,752,4.6,4.63,2.93
25442,0.3,Ideal,E,VS2,62.3,56.0,658,4.28,4.32,2.68
25443,1.03,Premium,F,SI2,61.6,58.0,4586,6.46,6.43,3.97
25444,1.0,Very Good,F,VS2,62.5,58.0,6283,6.32,6.36,3.96
25445,0.3,Ideal,E,VVS2,60.9,57.0,786,4.32,4.35,2.64
25446,0.34,Very Good,F,SI2,63.3,54.0,574,4.48,4.46,2.83
25447,0.9,Premium,G,VS2,59.6,61.0,4022,6.25,6.2,3.71
25448,0.59,Good,E,SI2,57.4,62.0,1327,5.53,5.49,3.16
25449,0.31,Ideal,E,VS2,62.5,54.0,720,4.33,4.37,2.72
25450,0.28,Good,F,VS1,58.3,58.0,487,4.33,4.35,2.53
25451,0.7,Ideal,J,SI1,62.0,55.0,1815,5.69,5.73,3.54
25452,0.32,Ideal,H,SI1,61.0,56.0,479,4.4,4.42,2.69
25453,0.56,Ideal,J,SI1,61.8,58.0,1119,5.27,5.31,3.27
25454,1.64,Ideal,G,VS2,61.5,56.0,16297,7.59,7.62,4.68
25455,0.37,Very Good,E,SI1,60.6,54.0,649,4.63,4.68,2.82
25456,1.0,Very Good,D,VVS2,59.9,61.0,9740,6.42,6.5,3.87
25457,0.46,Very Good,E,VS1,62.9,52.0,1257,4.9,4.95,3.1
25458,1.05,Very Good,E,SI1,59.7,57.0,6224,6.63,6.71,3.98
25459,0.51,Very Good,E,VVS2,60.0,58.0,2062,5.19,5.21,3.12
25460,2.01,Good,G,SI1,60.1,61.0,18374,8.04,8.12,4.86
25461,1.51,Very Good,I,SI1,62.2,60.0,8637,7.23,7.3,4.52
25462,1.0,Premium,E,SI2,61.4,61.0,4704,6.41,6.36,3.92
25463,1.01,Ideal,I,VS1,62.5,59.0,5022,6.33,6.41,3.98
25464,0.91,Premium,H,SI2,62.9,59.0,3363,6.15,6.12,3.86
25465,0.57,Very Good,F,SI2,63.5,56.0,1397,5.28,5.25,3.34
25466,1.2,Very Good,F,VS1,62.9,57.0,9586,6.73,6.78,4.25
25467,1.03,Very Good,H,VS2,59.9,59.0,5620,6.5,6.52,3.9
25468,0.5,Ideal,G,VVS2,61.4,56.0,1787,5.11,5.15,3.15
25469,0.34,Premium,D,SI1,59.8,61.0,803,4.53,4.5,2.7
25470,0.43,Ideal,D,VVS1,62.3,56.0,1659,4.82,4.81,3.0
25471,1.11,Very Good,I,SI1,61.9,59.0,4273,6.58,6.64,4.09
25472,1.51,Ideal,H,SI1,61.8,55.0,9336,7.38,7.42,4.57
25473,0.3,Ideal,I,SI2,61.0,59.0,405,4.3,4.33,2.63
25474,0.31,Good,D,SI1,63.1,57.0,571,4.3,4.32,2.72
25475,0.91,Premium,D,SI2,62.4,56.0,3949,6.2,6.17,3.86
25476,1.03,Ideal,I,SI1,62.2,58.0,4434,6.45,6.41,4.0
25477,0.64,Premium,F,SI1,60.1,60.0,1901,5.62,5.57,3.36
25478,0.9,Ideal,G,VS2,62.0,57.0,4482,6.22,6.19,3.85
25479,0.7,Ideal,I,SI1,62.5,55.0,2110,5.68,5.71,3.56
25480,1.0,Premium,J,I1,58.3,58.0,1681,6.61,6.51,3.82
25481,1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53
25482,0.32,Ideal,G,SI1,61.5,55.0,647,4.4,4.44,2.72
25483,0.72,Ideal,H,VS1,61.4,56.0,2998,5.79,5.81,3.56
25484,0.79,Ideal,E,VS1,62.0,56.0,4240,5.9,5.93,3.67
25485,1.24,Premium,H,SI1,60.1,58.0,6215,7.04,7.01,4.22
25486,0.32,Ideal,G,VS1,62.1,55.0,645,4.38,4.41,2.73
25487,1.22,Premium,H,VS2,62.7,58.0,5930,6.77,6.73,4.23
25488,0.38,Very Good,I,SI1,59.7,62.0,601,4.7,4.74,2.82
25489,1.02,Good,F,VS2,63.3,59.0,6479,6.37,6.4,4.04
25490,0.31,Ideal,F,VS2,62.7,57.0,802,4.34,4.3,2.71
25491,0.3,Ideal,D,SI1,62.2,55.0,552,4.29,4.33,2.68
25492,0.35,Premium,H,VVS1,61.2,60.0,1024,4.54,4.51,2.77
25493,0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66
25494,1.22,Ideal,H,SI2,62.3,55.3,5321,6.8,6.87,4.26
25495,0.77,Premium,G,SI2,61.3,58.0,2129,5.94,5.88,3.62
25496,0.72,Ideal,H,VVS2,61.7,55.0,3417,5.77,5.8,3.57
25497,1.0,Fair,E,SI1,58.1,63.0,4213,6.6,6.52,3.81
25498,0.72,Premium,I,VS2,60.9,60.0,2216,5.76,5.8,3.52
25499,1.05,Ideal,I,SI2,60.9,57.0,4163,6.55,6.62,4.01
25500,1.2,Premium,G,SI1,62.3,59.0,6586,6.84,6.75,4.23
25501,1.12,Good,F,VS2,63.8,57.0,6925,6.59,6.61,4.21
25502,0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95
25503,1.0,Very Good,E,SI2,62.5,55.0,4392,6.38,6.41,4.0
25504,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
25505,0.31,Good,I,VS1,63.9,56.0,489,4.28,4.3,2.74
25506,0.71,Very Good,I,VS2,59.5,57.0,2111,5.85,5.88,3.49
25507,0.29,Ideal,G,VVS2,61.4,57.0,607,4.27,4.3,2.63
25508,2.52,Premium,I,SI1,58.5,59.0,18252,8.9,8.87,5.2
25509,0.5,Ideal,H,SI2,62.3,53.0,964,5.1,5.14,3.19
25510,1.93,Premium,H,VS1,60.5,60.0,16941,7.98,8.06,4.85
25511,0.3,Ideal,D,SI1,61.4,55.0,709,4.34,4.29,2.65
25512,0.4,Premium,D,VS2,62.5,59.0,982,4.66,4.72,2.93
25513,1.02,Premium,H,SI1,61.9,58.0,4604,6.43,6.47,3.99
25514,0.42,Premium,G,VS1,60.5,59.0,984,4.83,4.79,2.91
25515,1.0,Good,G,SI1,63.3,60.0,4543,6.24,6.33,3.98
25516,2.58,Fair,F,SI2,65.2,59.0,12500,8.58,8.51,5.57
25517,0.54,Premium,H,VS1,62.4,55.0,1637,5.25,5.2,3.26
25518,0.3,Premium,H,VS1,62.4,60.0,630,4.29,4.23,2.66
25519,0.37,Ideal,F,VVS1,59.2,57.0,1342,4.71,4.75,2.8
25520,0.42,Ideal,G,VVS2,61.3,56.0,1031,4.81,4.82,2.95
25521,0.23,Ideal,I,VVS1,63.0,56.0,414,3.94,3.9,2.47
25522,0.36,Premium,F,SI1,61.6,60.0,600,4.54,4.61,2.82
25523,0.7,Ideal,J,SI2,61.6,57.0,2047,5.73,5.69,3.52
25524,0.64,Very Good,E,VS2,60.5,58.1,2222,5.59,5.62,3.39
25525,1.0,Good,G,VS2,63.5,59.0,5860,6.23,6.33,3.99
25526,0.31,Ideal,F,VS2,62.3,55.0,625,4.33,4.37,2.71
25527,1.02,Ideal,I,SI1,61.9,55.0,3983,6.43,6.46,3.99
25528,0.34,Ideal,D,SI1,60.1,57.0,803,4.56,4.52,2.73
25529,0.23,Very Good,F,VVS2,62.9,57.0,505,3.9,3.95,2.47
25530,1.04,Ideal,D,SI1,61.9,57.0,6112,6.51,6.54,4.04
25531,2.13,Ideal,H,SI2,61.8,57.0,15288,8.21,8.25,5.09
25532,1.16,Ideal,G,SI1,60.9,57.0,5519,6.79,6.75,4.12
25533,0.72,Very Good,J,VS2,63.2,60.0,1814,5.77,5.7,3.63
25534,1.0,Good,F,SI1,64.1,60.0,4586,6.25,6.19,3.99
25535,0.7,Very Good,H,VS1,62.3,57.0,2540,5.68,5.72,3.55
25536,0.7,Ideal,F,VS2,62.2,55.0,2676,5.66,5.72,3.54
25537,2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84
25538,0.26,Premium,H,VVS2,62.4,58.0,600,4.07,4.04,2.53
25539,2.15,Ideal,H,SI2,61.8,57.0,17063,8.24,8.3,5.11
